subject,relation,object,question,label
Basilica of Saint Nicholas,diocese,Roman Catholic Archdiocese of Bari-Bitonto,What is the diocese of Basilica of Saint Nicholas?,Roman Catholic Archdiocese of Bari-Bitonto
Basilica of Saint Nicholas,architectural style,Romanesque architecture,What is the architectural style of Basilica of Saint Nicholas?,Romanesque architecture
Cabo San Lucas,twinned administrative body,Newport Beach,What is the twinned administrative body of Cabo San Lucas?,Newport Beach
Cabo San Lucas,country,Mexico,What is the country of Cabo San Lucas?,Mexico
Cabo San Lucas,located in/on physical feature,Baja California peninsula,What is the located in/on physical feature of Cabo San Lucas?,Baja California peninsula
Årsta Castle,architect,Erik Dahlbergh,Who does Årsta Castle architect?,Erik Dahlbergh
Årsta Castle,founded by,Klas Hansson Bjelkenstjerna,Who was Årsta Castle founded by?,Klas Hansson Bjelkenstjerna
Årsta Castle,architectural style,Baroque,What is the architectural style of Årsta Castle?,Baroque
Årsta Castle,located in the administrative territorial entity,Haninge Municipality,What is the located in the administrative territorial entity of Årsta Castle?,Haninge Municipality
Årsta Castle,owned by,Haninge Municipality,What was Årsta Castle owned by?,Haninge Municipality
Årsta Castle,location,Årsta,What is the location of Årsta Castle?,Årsta
Cabo San Lucas,located in the administrative territorial entity,"Los Cabos, México",What is the located in the administrative territorial entity of Cabo San Lucas?,"Los Cabos, México"
Mount Erciyes,time period,Miocene,What is the time period of Mount Erciyes?,Miocene
Church of the Savior on Blood,made from material,brick,What is the made from material of Church of the Savior on Blood?,brick
Church of the Savior on Blood,named after,Jesus,Who was Church of the Savior on Blood named after?,Jesus
Church of the Savior on Blood,architect,Alfred Parland,Who does Church of the Savior on Blood architect?,Alfred Parland
Church of the Savior on Blood,genre,romantic nationalism,What is the genre of Church of the Savior on Blood?,romantic nationalism
Church of the Savior on Blood,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Church of the Savior on Blood?,Eastern Orthodoxy
Loschwitz Bridge,made from material,steel,What is the made from material of Loschwitz Bridge?,steel
Loschwitz Bridge,country,Germany,What is the country of Loschwitz Bridge?,Germany
Church of the Savior on Blood,Christian liturgical rite,Russian Orthodox Church,What is the Christian liturgical rite of Church of the Savior on Blood?,Russian Orthodox Church
Church of the Savior on Blood,affiliation,Russian Orthodox Church,What is the affiliation of Church of the Savior on Blood?,Russian Orthodox Church
Trafalgar Square,country,United Kingdom,What is the country of Trafalgar Square?,United Kingdom
Wat Phra Kaeo,religion or worldview,Theravāda,What is the religion or worldview of Wat Phra Kaeo?,Theravāda
Notre-Dame de Paris,founded by,Maurice de Sully,Who was Notre-Dame de Paris founded by?,Maurice de Sully
Notre-Dame de Paris,religion or worldview,Catholicism,What is the religion or worldview of Notre-Dame de Paris?,Catholicism
Notre-Dame de Paris,made from material,dimension stone,What is the made from material of Notre-Dame de Paris?,dimension stone
Jasna Góra Monastery,religion or worldview,Catholicism,What is the religion or worldview of Jasna Góra Monastery?,Catholicism
Wat Phra Kaeo,country,Thailand,What is the country of Wat Phra Kaeo?,Thailand
Jasna Góra Monastery,architectural style,Baroque,What is the architectural style of Jasna Góra Monastery?,Baroque
Jasna Góra Monastery,notable work,Black Madonna of Częstochowa,What is the notable work of Jasna Góra Monastery?,Black Madonna of Częstochowa
Jasna Góra Monastery,donated by,Jan Radlica,Who was Jasna Góra Monastery donated by?,Jan Radlica
Kamikochi,country,Japan,What is the country of Kamikochi?,Japan
Trafalgar Square,designed by,Charles Barry,Who was Trafalgar Square designed by?,Charles Barry
Trafalgar Square,named after,Battle of Trafalgar,What was Trafalgar Square named after?,Battle of Trafalgar
Notre-Dame de Paris,patron saint,Mary,Who is the patron saint of Notre-Dame de Paris?,Mary
Trafalgar Square,located in the administrative territorial entity,City of Westminster,What is the located in the administrative territorial entity of Trafalgar Square?,City of Westminster
Trafalgar Square,maintained by,Greater London Authority,What was Trafalgar Square maintained by?,Greater London Authority
Trafalgar Square,operator,Greater London Authority,What is the operator of Trafalgar Square?,Greater London Authority
Notre-Dame de Paris,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of Notre-Dame de Paris?,Roman Rite
Notre-Dame de Paris,diocese,Roman Catholic Archdiocese of Paris,What is the diocese of Notre-Dame de Paris?,Roman Catholic Archdiocese of Paris
Belém Tower,architect,Francisco de Arruda,Who does Belém Tower architect?,Francisco de Arruda
Sistine Chapel,located in the administrative territorial entity,Vatican City,What is the located in the administrative territorial entity of Sistine Chapel?,Vatican City
Sistine Chapel,religion or worldview,Catholicism,What is the religion or worldview of Sistine Chapel?,Catholicism
Belém Tower,described by source,Sketchfab,What is the described by source of Belém Tower?,Sketchfab
Sistine Chapel,founded by,Sixtus IV,What was Sistine Chapel founded by?,Sixtus IV
Sistine Chapel,diocese,Diocese of Rome,What is the diocese of Sistine Chapel?,Diocese of Rome
Belém Tower,located in the administrative territorial entity,Belém,What is the located in the administrative territorial entity of Belém Tower?,Belém
Sistine Chapel,country,Vatican City,What is the country of Sistine Chapel?,Vatican City
Sistine Chapel,significant event,conclave,What is the significant event of Sistine Chapel?,conclave
Sistine Chapel,architect,Baccio Pontelli,Who does Sistine Chapel architect?,Baccio Pontelli
Sistine Chapel,commissioned by,Sixtus IV,What was Sistine Chapel commissioned by?,Sixtus IV
Sistine Chapel,named after,Sixtus IV,What was Sistine Chapel named after?,Sixtus IV
Sistine Chapel,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of Sistine Chapel?,Roman Rite
Coburg Fortress,architectural style,Romanesque architecture,What is the architectural style of Coburg Fortress?,Romanesque architecture
Sistine Chapel,architectural style,Renaissance architecture,What is the architectural style of Sistine Chapel?,Renaissance architecture
Coburg Fortress,architect,Bodo Ebhardt,Who does Coburg Fortress architect?,Bodo Ebhardt
Piazza San Marco,named after,St Mark's Basilica,What was Piazza San Marco named after?,St Mark's Basilica
Piazza San Marco,architectural style,Renaissance architecture,What is the architectural style of Piazza San Marco?,Renaissance architecture
Coburg Fortress,country,Germany,What is the country of Coburg Fortress?,Germany
Divriği Great Mosque and Hospital,heritage designation,World Heritage Site,What is the heritage designation of Divriği Great Mosque and Hospital?,World Heritage Site
Coburg Fortress,owned by,"Bavarian Administration of State-Owned Palaces, Gardens and Lakes",What was Coburg Fortress owned by?,"Bavarian Administration of State-Owned Palaces, Gardens and Lakes"
Coburg Fortress,operator,Veste Coburg Art Collections,What is the operator of Coburg Fortress?,Veste Coburg Art Collections
Mnajdra,country,Malta,What is the country of Mnajdra?,Malta
Piazza San Marco,located in the administrative territorial entity,Venice,What is the located in the administrative territorial entity of Piazza San Marco?,Venice
Mnajdra,owned by,Heritage Malta,What was Mnajdra owned by?,Heritage Malta
Cloud Gate,made from material,steel,What is the made from material of Cloud Gate?,steel
Cloud Gate,located in the administrative territorial entity,Chicago,What is the located in the administrative territorial entity of Cloud Gate?,Chicago
Cloud Gate,genre,public art,What is the genre of Cloud Gate?,public art
Neuschwanstein Castle,country,Germany,What is the country of Neuschwanstein Castle?,Germany
Neuschwanstein Castle,founded by,Ludwig II of Bavaria,Who was Neuschwanstein Castle founded by?,Ludwig II of Bavaria
Cloud Gate,location,Millennium Park,What is the location of Cloud Gate?,Millennium Park
Neuschwanstein Castle,maintained by,"Bavarian Administration of State-Owned Palaces, Gardens and Lakes",What was Neuschwanstein Castle maintained by?,"Bavarian Administration of State-Owned Palaces, Gardens and Lakes"
Kamikochi,located in protected area,Chūbu-Sangaku National Park,What is the located in protected area of Kamikochi?,Chūbu-Sangaku National Park
Neuschwanstein Castle,owned by,Bavaria,What was Neuschwanstein Castle owned by?,Bavaria
Lions' Gate,location,Old City of Jerusalem,What is the location of Lions' Gate?,Old City of Jerusalem
Lions' Gate,architectural style,Islamic architecture,What is the architectural style of Lions' Gate?,Islamic architecture
Lions' Gate,commissioned by,Suleiman the Magnificent,Who was Lions' Gate commissioned by?,Suleiman the Magnificent
Lions' Gate,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Lions' Gate?,Jerusalem
Lions' Gate,country,Israel,What is the country of Lions' Gate?,Israel
Castelvecchio,commissioned by,Cangrande II della Scala,What was Castelvecchio commissioned by?,Cangrande II della Scala
Castelvecchio,architectural style,Gothic architecture,What is the architectural style of Castelvecchio?,Gothic architecture
Castelvecchio,occupant,Castelvecchio Museum,What is the occupant of Castelvecchio?,Castelvecchio Museum
Divriği Great Mosque and Hospital,religion or worldview,Sunni Islam,What is the religion or worldview of Divriği Great Mosque and Hospital?,Sunni Islam
Divriği Great Mosque and Hospital,located in the administrative territorial entity,Divriği,Who is the located in the administrative territorial entity of Divriği Great Mosque and Hospital?,Divriği
Cologne Cathedral,religion or worldview,Catholicism,What is the religion or worldview of Cologne Cathedral?,Catholicism
Centro de Arte Moderna Gulbenkian,parent organization,Calouste Gulbenkian Foundation,What is the parent organization of Centro de Arte Moderna Gulbenkian?,Calouste Gulbenkian Foundation
Cologne Cathedral,named after,Saint Peter,Who was Cologne Cathedral named after?,Saint Peter
Cologne Cathedral,country,Germany,What is the country of Cologne Cathedral?,Germany
Centro de Arte Moderna Gulbenkian,director / manager,Benjamin Weil,Who is the director / manager of Centro de Arte Moderna Gulbenkian?,Benjamin Weil
Great Geysir,located in the administrative territorial entity,Bláskógabyggð,What is the located in the administrative territorial entity of Great Geysir?,Bláskógabyggð
Cologne Cathedral,diocese,Roman Catholic Archdiocese of Cologne,What is the diocese of Cologne Cathedral?,Roman Catholic Archdiocese of Cologne
Great Geysir,country,Iceland,What is the country of Great Geysir?,Iceland
Winchester Mystery House,architectural style,Victorian architecture,What is the architectural style of Winchester Mystery House?,Victorian architecture
