topic,type,subject,relation,object,question,label,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,paraphrased_question,yes_question,no_question,multiple_choice_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
places_country,wh,Arabs,diplomatic relation,Iran,Which country's diplomatic relation is Arabs?,Iran,Saudi Arabia,0.0,With which country do Arabs have a diplomatic relation?,Do Arabs have a diplomatic relation with Iran?,Do Arabs have a diplomatic relation with Saudi Arabia?,"{'question': 'Which country has a diplomatic relation with Arabs?', 'options': {'A': 'Iran', 'B': 'Saudi Arabia', 'C': 'Turkey', 'D': 'Egypt'}, 'ground_truth': 'A'}",What is a well-known traditional cuisine of Arabs?,Which people have a diplomatic relation with Iran?,Which country has diplomatic relations with the Arabs?,Egypt,Who is the current president of the country that has diplomatic relations with the Arabs?,Abdel Fattah el-Sisi,What is the capital city of the country whose current president is Abdel Fattah el-Sisi?,Cairo,Which river flows through the capital city of the country whose current president is Abdel Fattah el-Sisi?,Nile,Into which sea does the river that flows through Cairo empty?,Mediterranean Sea
places_country,wh,England,country,United Kingdom,What is the country of England?,United Kingdom,Part of the UK,0.0,Which country does England belong to?,Is the United Kingdom the country of England?,Is Part of the UK the country of England?,"{'question': 'What is the country of England?', 'options': {'A': 'United Kingdom', 'B': 'Part of the UK', 'C': 'France', 'D': 'Germany'}, 'ground_truth': 'A'}",What is the capital city of England?,Which country includes the region of England?,Who is the current monarch of the country England?,King Charles III,Who is the eldest son of the current monarch of the country England?,Prince William,What is the title of the eldest son of the current monarch of the country England?,Prince of Wales,Who is the spouse of the Prince of Wales?,"Catherine, Princess of Wales",What is the maiden name of the spouse of the Prince of Wales?,Catherine Middleton
places_country,wh,Mie Prefecture,twinned administrative body,Palau,Which country's twinned administrative body is Mie Prefecture?,Palau,Sachsen-Anhalt,0.0,What is the twinned administrative body of Mie Prefecture?,Is Palau the twinned administrative body of Mie Prefecture?,Is Sachsen-Anhalt the twinned administrative body of Mie Prefecture?,"{'question': ""Which country's twinned administrative body is Mie Prefecture?"", 'options': {'A': 'Palau', 'B': 'Sachsen-Anhalt', 'C': 'Bavaria', 'D': 'Queensland'}, 'ground_truth': 'A'}",What is a famous tourist attraction in Mie Prefecture?,Which prefecture is twinned with Palau?,What is the capital city of the twinned administrative body of Mie Prefecture?,Victoria,Which country is the capital city of the twinned administrative body of Mie Prefecture located in?,Canada,What is the official language of the country where the capital city of the twinned administrative body of Mie Prefecture is located?,English,What is the population of the country where the official language is English and the capital city is Victoria?,Approximately 38 million,What is the currency used in the country with a population of approximately 38 million and an official language of English?,Canadian Dollar
places_country,wh,Andorra,head of state,Emmanuel Macron,Who is the head of state of Andorra?,Emmanuel Macron,Bishop of Urgell,0.0,Who serves as the head of state for Andorra?,Is Emmanuel Macron the head of state of Andorra?,Is the Bishop of Urgell the head of state of Andorra?,"{'question': 'Who is the head of state of Andorra?', 'options': {'A': 'Emmanuel Macron', 'B': 'Bishop of Urgell', 'C': 'Pedro Sánchez', 'D': 'Albert Pintat'}, 'ground_truth': 'A'}",What is the capital city of Andorra?,Of which country is Emmanuel Macron the head of state?,Who is the spouse of the head of state of Andorra?,Maria Teresa Mora,What is the profession of the spouse of the head of state of Andorra?,Teacher,Which school does the spouse of the head of state of Andorra work at?,Andorran School of Education,In which city is the school located where the spouse of the head of state of Andorra works?,Andorra la Vella,In which parish is the city located where the school is situated that employs the spouse of the head of state of Andorra?,Andorra la Vella Parish
places_country,wh,Iran,country,Iran,What is the country of Iran?,Iran,Islamic,0.0,Which country does Iran belong to?,Is Iran the country of Iran?,Is Islamic the country of Iran?,"{'question': 'What is the country of Iran?', 'options': {'A': 'Islamic', 'B': 'Iran', 'C': 'Turkey', 'D': 'Saudi Arabia'}, 'ground_truth': 'B'}",What is the capital city of Iran?,Which country is Iran?,What is the capital city of the country Iran?,Tehran,What is the population of the capital city of the country Iran?,Approximately 8.7 million,What is the main language spoken in the capital city of the country Iran?,Persian,What is the name of the script used to write the main language spoken in the capital city of the country Iran?,Persian script,Which ancient empire used the script that is the precursor to the script used to write the main language spoken in the capital city of the country Iran?,Achaemenid Empire
places_country,wh,Iran,ethnic group,Kurds,What is the ethnic group of Iran?,Kurds,Persian,0.0,Which ethnic group is found in Iran?,Is the ethnic group of Iran the Kurds?,Is the ethnic group of Iran the Persian?,"{'question': 'What is the ethnic group of Iran?', 'options': {'A': 'Kurds', 'B': 'Persian', 'C': 'Arabs', 'D': 'Turkmen'}, 'ground_truth': 'A'}",What is the capital city of Iran?,In which country are the Kurds an ethnic group?,What is the primary language spoken by the largest ethnic group in Iran?,Persian,Which country has Persian as its official language?,Iran,What is the capital city of the country where Persian is the official language?,Tehran,Which province is the capital city of Iran located in?,Tehran Province,What is the population of the province where the capital city of Iran is located?,Approximately 13 million
places_country,wh,Iran,country,Iran,Which country's country is Iran?,Iran,Asia,0.0,What is the name of the country that is Iran?,Is Iran the country that is Iran?,Is Asia the country that is Iran?,"{'question': ""Which country's country is Iran?"", 'options': {'A': 'Iran', 'B': 'Asia', 'C': 'Turkey', 'D': 'India'}, 'ground_truth': 'A'}",What is the capital city of Iran?,Which country is Iran?,What is the capital city of the country Iran?,Tehran,What is the population of the capital city of the country Iran?,Approximately 8.7 million,What is the name of the international airport in the capital city of the country Iran?,Tehran Imam Khomeini International Airport,Which airline has its main hub at the international airport in the capital city of the country Iran?,Iran Air,What is the IATA code for the airline that has its main hub at the international airport in the capital city of the country Iran?,IR
places_country,wh,Santa Fe,twinned administrative body,Cuba,Which country's twinned administrative body is Santa Fe?,Cuba,Argentina,0.0,Santa Fe is twinned with which country?,Is Santa Fe's twinned administrative body Cuba?,Is Santa Fe's twinned administrative body Argentina?,"{'question': ""Which country's twinned administrative body is Santa Fe?"", 'options': {'A': 'Cuba', 'B': 'Argentina', 'C': 'Brazil', 'D': 'Mexico'}, 'ground_truth': 'A'}",In which state is the city of Santa Fe located?,Which city is twinned with Cuba?,What is the capital city of the country that has a twinned administrative body with Santa Fe?,Mexico City,What is the population of the capital city of the country that has a twinned administrative body with Santa Fe?,9.2 million,What is the name of the mayor of the capital city of the country that has a twinned administrative body with Santa Fe?,Claudia Sheinbaum,Which political party does the mayor of the capital city of the country that has a twinned administrative body with Santa Fe belong to?,MORENA,Who is the founder of the political party that the mayor of the capital city of the country that has a twinned administrative body with Santa Fe belongs to?,Andrés Manuel López Obrador
places_country,wh,Benin,replaces,French West Africa,What does Benin replace?,French West Africa,Dahomey,0.0,Which entity did Benin replace?,Does Benin replace French West Africa?,Does Benin replace Dahomey?,"{'question': 'What does Benin replace?', 'options': {'A': 'French West Africa', 'B': 'Dahomey', 'C': 'Mali Federation', 'D': 'Upper Volta'}, 'ground_truth': 'A'}",What is the capital city of Benin?,Which country replaced French West Africa?,Who is the current president of the country that Benin replaces?,Patrice Talon,What is the capital city of the country whose current president is Patrice Talon?,Porto-Novo,What is the population of the capital city of the country whose current president is Patrice Talon?,"Approximately 264,000",What is the official language of the country whose capital city is Porto-Novo?,French,What is the currency used in the country where the official language is French and the capital city is Porto-Novo?,West African CFA franc
places_country,wh,Benin,basic form of government,representative democracy,What is the basic form of government of Benin?,representative democracy,Presidential republic,0.0,What type of government does Benin have?,Is the basic form of government of Benin a representative democracy?,Is the basic form of government of Benin a presidential republic?,"{'question': 'What is the basic form of government of Benin?', 'options': {'A': 'Representative democracy', 'B': 'Presidential republic', 'C': 'Monarchy', 'D': 'Communist state'}, 'ground_truth': 'A'}",In which continent is Benin located?,Which country has a basic form of government that is a representative democracy?,Who is the head of state in the basic form of government of Benin?,Patrice Talon,What is the capital city of the country where Patrice Talon is the head of state?,Porto-Novo,What is the population of the capital city of the country where Patrice Talon is the head of state?,"Approximately 264,000",What is the official language spoken in the capital city of the country where Patrice Talon is the head of state?,French,Which continent is home to the country where the official language of the capital city is French and Patrice Talon is the head of state?,Africa
places_country,wh,Benin,country,Benin,What is the country of Benin?,Benin,West African,0.0,Which country is Benin?,Is Benin a country?,Is Benin a West African?,"{'question': 'What is the country of Benin?', 'options': {'A': 'Benin', 'B': 'West African', 'C': 'Nigeria', 'D': 'Ghana'}, 'ground_truth': 'A'}",What is the capital city of Benin?,What country is named after Benin?,What is the capital city of the country Benin?,Porto-Novo,Which river flows through the capital city of the country Benin?,Ouémé River,Into which body of water does the river that flows through the capital city of the country Benin empty?,Gulf of Guinea,Which ocean is connected to the body of water into which the river that flows through the capital city of the country Benin empties?,Atlantic Ocean,Which continent is home to the ocean that is connected to the body of water into which the river that flows through the capital city of the country Benin empties?,Africa
